Location,Geo_ID,Total_Collisions,Cyclists_Collisions,Pedestrian_collisions,X,Y,Latitude,Longitude,ObjectId
MEADOWLANDS DR @ SULLIVAN AVE (0001692),1692,1,0,0,363393.857,5022913.336,45.3437194628578,-75.7523063851112,1349
WOODWARD DR btwn MAITLAND AVE & COURTWOOD CRES (__3ZAARJ),__3ZAARJ,2,0,0,363396.2678,5025729.306,45.3690570622755,-75.7519418373335,1350
WOODROFFE AVE @ KNOXDALE RD/MEDHURST DR (0000519),519,17,0,0,363419.6899,5021826.487,45.3339379219451,-75.7521055306268,1351
EDGEWOOD AVE btwn RICHMOND RD & LINCOLN AVE (__3ZA4A4),__3ZA4A4,2,0,0,363421.1471,5028338.911,45.3925358278676,-75.7513143938655,1352
CHURCHILL AVE   N btwn KENWOOD AVE & PRINCETON AVE (__3ZA4NE),__3ZA4NE,1,0,0,363422.714,5027840.316,45.3880494190719,-75.7513536159953,1353
SCOTT ST btwn TRANSIT & MCRAE AVE (__3ZA4PM),__3ZA4PM,1,0,0,363428.105,5028794.698,45.3966363402987,-75.7511713741171,1354
ISLAND PARK DR btwn BYRON AVE & IONA ST (__3ZA233),__3ZA233,5,1,0,364302.6946,5028494.552,45.393861906714,-75.7400378436711,1355
BARNSDALE RD @ TWIN ELM RD N (0000840),840,1,0,0,360185.6395,5007832.366,45.2082799559046,-75.7949245585074,1356
THATCHER ST btwn DAVID DR & HOWDEN AVE (__3ZAASE),__3ZAASE,1,0,0,363466.691,5023121.005,45.3455819625332,-75.7513524280462,1357
CARLING AVE WB btwn KIRKWOOD AVE & HWY417 IC124 RAMP67 (__3ZA4N1),__3ZA4N1,4,0,0,364304.1951,5027508.043,45.3849853514938,-75.7401376333918,1358
BENLARK RD btwn CHESTER CRES & MONTAVISTA AVE (__3ZAA80),__3ZAA80,1,0,0,363823.919,5014808.818,45.2707592603734,-75.7477841817206,1359
BELLMAN DR @ GLENCOE ST (0000891),891,1,0,0,361075.6826,5020964.484,45.3263735230284,-75.7821069407311,1360
PINEWOOD CRES btwn RICHMOND RD & HARWOOD AVE (__3ZABU8),__3ZABU8,1,0,0,360193.384,5024341.48,45.356829918101,-75.7929831926593,1361
CLYDE AVE btwn MAITLAND AVE & BASELINE RD (__3ZA4IR),__3ZA4IR,2,0,0,364305.1699,5025015.946,45.362561772533,-75.7404254391621,1362
BYRON AVE btwn EVERED AVE & ATHLONE AVE (__3ZA0JJ),__3ZA0JJ,1,0,0,363475.691,5028252.55,45.3917541978355,-75.75062811091,1363
WOODROFFE AVE btwn FLOWER AVE & CARLINGWOOD SC (__3ZA4NKA),__3ZA4NKA,1,0,0,361828.6841,5026076.03,45.3723061623241,-75.7719124221328,1364
RICHMOND RD btwn LOCKHART AVE & CLEARY AVE (__3ZAYFU),__3ZAYFU,1,0,0,361835.237,5027009.91,45.3807085901686,-75.771720906644,1365
KIRKWOOD AVE @ WOODWARD AVE (0006312),6312,1,0,0,364586.7033,5026902.537,45.3795130609249,-75.7366036846875,1366
BERRIGAN DR @ LONGFIELDS DR (0010453),10453,3,0,0,364305.2377,5015646.35,45.2782548132531,-75.7415502877628,1367
WOODROFFE AVE @ SPORTSPLEX S (0010592),10592,5,1,0,363832.1328,5020899.449,45.3255619267005,-75.7469544150759,1368
CONOVER ST @ ELVASTON AVE (0000938),938,1,0,0,361837.6788,5021330.489,45.3296053206027,-75.7723449847914,1369
COLE AVE @ TILLBURY AVE (0006782),6782,1,1,0,363479.6964,5026922.539,45.3797866294472,-75.7507350797182,1370
DONNELLY DR btwn BURRITTS AVE & JOE DREW LANE (__3ZA4ZT),__3ZA4ZT,1,0,0,361086.7481,4983232.65,44.9868512247311,-75.786217341534,1371
WEST HUNT CLUB RD WB btwn 354 E OF WOODROFFE AVE/REC PATH & CLEOPATRA  (__3ZA3JEB),__3ZA3JEB,1,0,0,364593.0345,5021651.008,45.3322599791984,-75.7371580299244,1372
PENDER ST @ WITHROW AVE (0001977),1977,1,0,0,364308.702,5024019.509,45.3535956644906,-75.7405003174036,1373
ERINDALE DR btwn AINSLEY DR & BASELINE RD (__3ZAAL1),__3ZAAL1,1,0,0,363833.5404,5024613.482,45.358980326853,-75.7464932659888,1374
CARLINGWOOD SC @ WOODROFFE AVE (0008879),8879,2,0,0,361845.6822,5026036.535,45.3719494063964,-75.7716999856836,1375
WOODROFFE AVE btwn KNOXDALE RD/MEDHURST DR & MAJESTIC DR (__3ZA3JL),__3ZA3JL,3,0,0,363481.5356,5021680.641,45.3326204407141,-75.7513338368693,1376
GREENBANK RD @ CANFIELD RD/CRAIG HENRY DR (0000154),154,6,0,2,361106.6798,5021364.492,45.3299703085067,-75.781666054949,1377
HIGHWAY 417 btwn HWY417 IC129 RAMP61 & TRANSIT (__3ZA2SI),__3ZA2SI,10,0,0,361112.7411,5024063.593,45.3542562683541,-75.7812814971587,1378
RICHMOND RD btwn MCEWEN AVE & HARTLEIGH AVE (__3ZA4NL),__3ZA4NL,1,0,0,361130.2924,5025961.425,45.3713314416185,-75.7808411772298,1379
CARLING AVE @ TRANSITWAY - LINCOLN FIE (0008873),8873,2,0,0,361136.68,5025351.523,45.3658430708754,-75.7808291850762,1380
AMBLESIDE DR btwn MCEWEN AVE & NEW ORCHARD AVE (__3ZAZQV),__3ZAZQV,1,0,0,361149.3073,5026125.281,45.3728042772652,-75.780579743548,1381
COBBLE HILL DR btwn HAWKSHAW CRES N & HAWKSHAW CRES S (__8XI249),__8XI249,1,0,0,361164.9036,5014960.371,45.2723410941276,-75.7816514083717,1382
GREENBANK RD btwn CANFIELD RD & BELLMAN DR (__3ZA4YT),__3ZA4YT,3,0,0,361181.3339,5021190.805,45.3284014801593,-75.780733510003,1383
LAWN AVE btwn EDGEWORTH AVE & WENTWORTH AVE (__3ZAABB),__3ZAABB,1,0,0,361183.1806,5025722.527,45.369177601202,-75.7801932843625,1384
BASELINE RD @ ROCKWAY CRES (0002187),2187,2,0,0,361184.6759,5022932.504,45.3440729908737,-75.7804924305128,1385
CEDARVIEW RD btwn WOODSIA AVE & FALLOWFIELD RD (__3ZA4Y7),__3ZA4Y7,2,0,0,361189.7111,5015903.02,45.280821135856,-75.7812281923614,1386
CARLING AVE WB btwn TRANSIT & EDGEWORTH AVE (__3ZA4V9),__3ZA4V9,1,0,0,361199.1664,5025388.879,45.366174172685,-75.7800273086776,1387
CRAIG HENRY DR btwn ELVASTON AVE & WADE CRT (__3ZABTV),__3ZABTV,1,0,0,361246.9375,5021426.908,45.3305206600808,-75.7798697382467,1388
GREENBANK RD @ BELLMAN DR/BATEMAN DR (0000153),153,5,0,1,361256.6755,5021017.489,45.3268359270437,-75.7797922041791,1389
CARLING AVE @ EDGEWORTH AVE (0002718),2718,7,0,2,361262.6802,5025424.524,45.3664897905623,-75.7792125040245,1390
RICHMOND RD btwn RICHARDSON AVE & NEW ORCHARD AVE (__3ZA4NO),__3ZA4NO,1,0,0,361262.7076,5026170.509,45.3732021074546,-75.7791268892546,1391
HELENE-CAMPBELL RD btwn HIBISCUS WAY & PEERLESS ST (__8XI25M),__8XI25M,1,0,0,361262.804,5015141.546,45.2739634679142,-75.7803832015725,1392
ELMIRA DR @ IRIS ST (0002949),2949,1,0,0,361273.6752,5023778.506,45.3516781257846,-75.7792602237759,1393
MARAVISTA DR @ STRANDHERD DR (0013565),13565,10,0,0,361288.44,5014584.96,45.2689532006919,-75.7801198158241,1394
CEDARVIEW RD @ FALLOWFIELD RD (0001603),1603,6,0,0,361294.6672,5015664.442,45.2786659672393,-75.7799176307242,1395
ELVASTON AVE btwn BAINBRIDGE AVE & SHOREHAM AVE (__3ZABSH),__3ZABSH,1,0,0,361319.7658,5021186.052,45.3283475783491,-75.778968193141,1396
GREENBANK RD @ 207 S OF BELLMAN DR/GREENBANK S (0004604),4604,1,0,0,361337.6796,5020827.48,45.3251197064132,-75.7787806280579,1397
PEERLESS ST btwn BAMBURGH WAY & HIBISCUS WAY (__8XI255),__8XI255,1,0,0,361349.6857,5015011.22,45.2727838022963,-75.7792908284704,1398
HIGHWAY 417 btwn HWY417 IC129 RAMP25 & TRANSIT (__3ZA2SH),__3ZA2SH,21,0,0,361359.0447,5024226.271,45.3557002134311,-75.7781195679311,1399
GREENBANK RD btwn GREENBANK SQUARE SC & GIBBARD AVE (__3ZA4YOB),__3ZA4YOB,1,0,0,361383.7878,5020722.03,45.3241671522086,-75.7782045485926,1400
COBDEN RD @ IRIS ST (0002946),2946,1,0,0,361384.511,5023827.51,45.3521101271446,-75.777840197624,1401
STRANDHERD DR btwn MARAVISTA DR & KENNEVALE DR (__6NF1SR),__6NF1SR,5,0,0,361389.3279,5014341.902,45.2667580327378,-75.7788619127341,1402
CARLING AVE EB btwn EDGEWORTH AVE & FOX CRES (__3ZA4V0),__3ZA4V0,2,0,0,361396.4734,5025494.677,45.3671102317352,-75.7774966360271,1403
COBBLE HILL DR @ MARAVISTA DR (0013653),13653,3,0,0,361396.59,5014648.18,45.2695133647449,-75.7787344730766,1404
COPPERFIELD CRES btwn COBBLE HILL DR & COBBLE HILL DR (__6NDG6H),__6NDG6H,1,0,0,361410.3941,5014366.725,45.266979697063,-75.7785906506279,1405
OTTAWA RIVER PKWY @ WOODROFFE AVE (0002637),2637,5,0,0,361426.6816,5027002.537,45.3806753910353,-75.7769381494218,1406
COBDEN RD btwn EDWIN CRES & EDWIN CRES (__3ZABKV),__3ZABKV,1,0,0,361427.1811,5023710.009,45.351049414368,-75.7773091204292,1407
BASELINE RD btwn SOUTHWOOD DR & COBDEN RD (__3ZA4MP),__3ZA4MP,2,0,0,361432.3384,5023082.928,45.3454065493101,-75.7773151151708,1408
RICHMOND RD btwn NEW ORCHARD AVE & WOODROFFE AVE (__3ZA4L0),__3ZA4L0,2,0,0,361432.4878,5026441.562,45.3756273191044,-75.7769283558901,1409
ELMIRA DR btwn COBDEN RD & LAMBETH WALK (__3ZABUM),__3ZABUM,1,0,0,361455.9883,5024020.939,45.3538448205178,-75.7769058768743,1410
RICE AVE @ WOODROFFE AVE (0002735),2735,1,0,0,361456.6807,5026942.541,45.3801331272289,-75.776562008686,1411
CEDARVIEW RD @ JOCKVALE RD (0000788),788,6,1,0,361474.6703,5015252.432,45.2749441842409,-75.7776705286203,1412
GREENBANK RD @ WEST HUNT CLUB RD (0005167),5167,15,0,0,361479.677,5020502.479,45.3221838967428,-75.7770065914817,1413
WATSON ST btwn ST. STEPHEN'S ST & DUMAURIER AVE (__3ZAADY),__3ZAADY,1,0,0,360193.7351,5023921.217,45.3530483729648,-75.7930258009517,1414
FLINT CRT btwn PHEASANT RUN DR & READY WAY (__3ZAB74),__3ZAB74,1,0,0,361480.6716,5015531.436,45.27745419878,-75.7775621909917,1415
DESCHENES ST btwn ORVIGALE RD & WOODROFFE AVE (__3ZBOIT),__3ZBOIT,1,0,0,361483.5529,5026778.128,45.3786515806967,-75.7762377855024,1416
KENNEVALE DR @ STRANDHERD DR (0010896),10896,12,0,0,361491.86,5014099.549,45.2645690618305,-75.7775830751199,1417
SAUNDERS AVE @ WOODROFFE AVE (0003222),3222,1,0,0,361493.6827,5026857.543,45.3793653298688,-75.7760993353058,1418
FALLOWFIELD RD btwn CEDARVIEW RD & LARKIN DR (__3ZA1XU),__3ZA1XU,2,0,0,361507.6548,5015789.855,45.2797772947229,-75.7771887738224,1419
MALAKOFF RD btwn HARBISON RD & POLLOCK RD (__3ZABAU),__3ZABAU,1,0,0,361510.1312,5000885.525,45.1456653402772,-75.778854188417,1420
PARKHAVEN AVE btwn DRESDEN CRES & DRESDEN CRES (__3ZA1R4),__3ZA1R4,1,0,0,361513.0567,5025041.675,45.3630247282926,-75.7760604618053,1421
CARLING AVE @ FOX CRES (0002767),2767,1,0,0,361526.6759,5025575.529,45.3678272062475,-75.7758253375223,1422
MOODIE DR btwn TRAIL RD & BARNSDALE RD (__3ZA4YE),__3ZA4YE,2,0,0,361531.1543,5009826.237,45.2261141151009,-75.7775699553207,1423
JOCKVALE RD btwn CEDARVIEW RD & JENNIFER LANE (__3ZAB7J),__3ZAB7J,1,0,0,361532.6716,5015276.933,45.2751599686352,-75.7769285502254,1424
GIBBARD AVE btwn GREENBANK RD & ATKINSON GT (__3ZA4YP),__3ZA4YP,1,0,0,361542.8005,5020721.435,45.3241489623854,-75.7761763776328,1425
COBDEN RD @ KAY ST (0002942),2942,1,0,0,361565.674,5023372.516,45.3480014717544,-75.7755805203071,1426
CRAIG HENRY DR @ SHOREHAM AVE (0000705),705,1,0,1,361573.6749,5021689.494,45.332857047538,-75.7756715525404,1427
ELMIRA DR @ LAMBETH WALK (0011364),11364,1,0,0,361581.684,5024098.516,45.3545326871175,-75.7752928556784,1428
RICHMOND RD @ WOODROFFE AVE (0011466),11466,4,0,0,361584.6864,5026654.523,45.3775312050055,-75.7749607839461,1429
PHEASANT RUN DR btwn JENNIFER LANE & CYNTHIA CRT (__3ZAB7R),__3ZAB7R,1,0,0,361597.551,5015384.253,45.2761204038016,-75.7760894345699,1430
BYRON AVE @ WOODROFFE AVE (0002701),2701,1,0,0,361597.6857,5026624.54,45.3772603670958,-75.7747982681357,1431
WOODROFFE AVE btwn BYRON AVE & KNIGHTSBRIDGE RD (__3ZA3GP),__3ZA3GP,1,0,0,361610.683,5026592.535,45.376971335345,-75.774636012021,1432
HIGHGATE RD @ IRIS ST (0002972),2972,1,0,0,361633.1929,5023935.514,45.3530618312976,-75.7746542355944,1433
BASELINE RD @ CENTREPOINTE DR W/COBDEN RD (0002108),2108,6,0,0,361633.6814,5023207.51,45.3465112477149,-75.774731669903,1434
COBBLE HILL DR @ KENNEVALE DR (0011113),11113,1,0,0,361638.1649,5014176.69,45.265251376273,-75.7757100533621,1435
CENTREPOINTE DR btwn BASELINE RD & CENTREPOINTE DR (__3ZA2O8),__3ZA2O8,1,0,0,361641.6924,5023186.475,45.3463213265487,-75.7746318652657,1436
PHEASANT RUN DR btwn READY WAY & OTTEN DR (__3ZBNEC),__3ZBNEC,1,0,0,361643.2876,5015728.944,45.2792182601707,-75.7754670756762,1437
CARLING AVE EB btwn FOX CRES & WOODROFFE AVE (__3ZA4VE),__3ZA4VE,2,0,0,361646.5643,5025651.548,45.3685015056457,-75.7742862142934,1438
RICHMOND RD btwn WOODROFFE AVE & LOCKHART AVE (__3ZBPOH),__3ZBPOH,1,0,0,361648.7821,5026748.701,45.3783734120616,-75.7741316194953,1439
WEST HUNT CLUB RD EB btwn GREENBANK RD & KNOXDALE RD (__3ZA12X),__3ZA12X,1,0,0,361665.5667,5020572.076,45.3227950965746,-75.7746276225494,1440
SAUNDERS AVE btwn LOCKHART AVE & AYLEN AVE (__4B4NH2),__4B4NH2,1,0,0,361666.4348,5026932.902,45.3800294021275,-75.7738850259784,1441
CEDARVIEW RD @ MARAVISTA DR (0000764),764,2,1,0,361667.6727,5014806.429,45.2709154337631,-75.7752619563838,1442
HIGHWAY 417 btwn TRANSIT & HWY417 IC127 RAMP16 (__3ZA2SJ),__3ZA2SJ,9,0,0,361679.568,5024508.693,45.3582155014667,-75.7739964631975,1443
OTTEN DR btwn PHEASANT RUN DR & LARKIN DR (__3ZBNEB),__3ZBNEB,1,0,0,361695.111,5015797.671,45.2798324779593,-75.7747987019485,1444
FALLOWFIELD RD @ LARKIN DR (0000555),555,2,0,0,361721.6662,5015913.436,45.2808719887815,-75.7744469721902,1445
AIRYCOT CIRC btwn FLINT CRT & END (__3ZAB75),__3ZAB75,1,0,0,361728.1909,5015567.456,45.277758311153,-75.7744034938473,1446
STRANDHERD DR btwn Continuation of STRANDHERD DR & MCKENNA CASEY DR (__3ZAZM9),__3ZAZM9,3,0,0,361730.8094,5013736.833,45.261286012211,-75.7745799867596,1447
MOFFATT POND CRT/COBBLE HILL DR @ ANJANA CIRC (0011115),11115,1,0,0,361736.6989,5014021.971,45.2638512324191,-75.774472267917,1448
BASELINE RD btwn COBDEN RD & BARBARA ANN PRIV (__3ZA1RV),__3ZA1RV,1,0,0,361738.5276,5023270.782,45.3470720627911,-75.7733865262491,1449
GATEWAY RD @ LAMBETH WALK (0011258),11258,1,0,0,361762.883,5024139.12,45.3548833430704,-75.7729757133079,1450
CARLING AVE @ WOODROFFE AVE W (0011470),11470,20,0,4,361767.6836,5025725.514,45.3691572112232,-75.7727315785798,1451
KNIGHTSBRIDGE RD @ LOCKHART AVE (0002881),2881,2,0,0,361775.6762,5026620.54,45.3772099242983,-75.7725263030263,1452
SAVILLE ROW @ WOODROFFE AVE (0002760),2760,1,0,0,361779.6766,5026185.528,45.3732954019459,-75.772525420185,1453
CENTREPOINTE DR btwn HYDE PARK WAY & MARBLE ARCH CRES (__3ZAA26),__3ZAA26,1,0,0,361783.6819,5022679.5,45.3417480666706,-75.772878457528,1454
WOODROFFE AVE btwn CARLING AVE & FOX CRES (__3ZA4NI),__3ZA4NI,4,0,0,361786.6836,5025676.027,45.3687103867154,-75.772494746415,1455
FOX CRES @ WOODROFFE AVE (0002751),2751,2,0,0,361805.6753,5025626.534,45.3682635083924,-75.7722580245845,1456
FLOWER AVE @ WOODROFFE AVE (0002757),2757,2,0,0,361811.6801,5026115.531,45.3726629723185,-75.7721249358576,1457
WEST HUNT CLUB RD EB btwn 354 E OF WOODROFFE AVE/REC PATH & CLEOPATRA  (__3ZBOG1B),__3ZBOG1B,2,0,0,364595.3652,5021636.069,45.3321253609532,-75.7371301021237,1458
CARLING AVE EB btwn WOODROFFE AVE & WOODROFFE AVE (__3ZA4VF),__3ZA4VF,6,0,1,361850.7554,5025778.689,45.3696289179804,-75.771665001422,1459
FALLOWFIELD RD btwn TRANSIT & 482 E OF HOLITMAN DR/BARRHAVEN CROSSING  (__5UXZZVB),__5UXZZVB,1,0,0,364315.0717,5017461.912,45.2945903765321,-75.7412071764257,1460
ISLAND PARK DR @ SCOTT ST (0002126),2126,9,1,0,363833.6895,5029040.554,45.3988144294806,-75.7459620642198,1461
GEORGINA DR btwn WINNINGTON AVE & WOODROFFE AVE (__3ZABYP),__3ZABYP,1,0,0,361855.1836,5025349.024,45.3657624678683,-75.7716580934593,1462
EGRET WAY @ RIVER MIST RD (0014261),14261,1,0,0,364603.225,5012192.889,45.2471552412411,-75.7381682336824,1463
MAITLAND AVE btwn 30 S OF AGINCOURT RD/TRINITY UNITED CHURCH & TARA DR (__3ZA4IEB),__3ZA4IEB,1,0,0,363484.2637,5025402.218,45.3661066030413,-75.7508574027551,1464
WOODROFFE AVE btwn FOX CRES & GEORGINA DR (__3ZA4MF),__3ZA4MF,1,0,0,361856.8187,5025498.24,45.3671049681187,-75.7716199906347,1465
TRUMP AVE btwn WHITESTONE DR & BLOOMINGDALE ST (__3ZAZIG),__3ZAZIG,1,0,0,364603.9666,5025895.364,45.3704492135549,-75.7365052382893,1466
WOODFIELD DR btwn KEDGEWICK CRT & MEDHURST DR (__3ZAAY1),__3ZAAY1,1,0,0,364318.5927,5021917.252,45.3346789482516,-75.7406270427759,1467
GREYNAM CRT btwn MEDHURST DR & MEDHURST DR (__3ZA5X7),__3ZA5X7,1,0,0,363839.4274,5022164.149,45.3369409866919,-75.7467105252001,1468
STRANDHERD DR btwn 215 W OF GREENBANK RD/BARRHAVEN MALL SC & GREENBANK (__3ZAZMMB),__3ZAZMMB,1,0,0,363840.8571,5014733.048,45.2700760584874,-75.7475773456898,1469
HARWOOD AVE @ PINECREST RD (0002747),2747,1,0,0,360209.6751,5024120.509,45.3548403389751,-75.7928000435795,1470
RICHMOND RD btwn ATHLONE AVE & TWEEDSMUIR AVE (__3ZA4O6),__3ZA4O6,2,0,0,363486.691,5028462.052,45.3936383402445,-75.7504627185988,1471
KNOXDALE RD @ WEST HUNT CLUB RD (0005165),5165,11,0,0,361863.6857,5020584.477,45.3228906035425,-75.7720992088787,1472
CAVAN ST @ LEPAGE AVE (0002821),2821,1,0,0,364613.7001,5026525.541,45.3761186115498,-75.7363046688048,1473
MEADOWLANDS DR @ ROWLEY AVE (0001755),1755,1,0,0,364323.4619,5023428.508,45.3482766564405,-75.7403830974458,1474
GREENBANK RD @ 220 N OF STRANDHERD DR (0010452),10452,4,1,0,363848.3925,5014984.37,45.2723368261239,-75.7474514359488,1475
CARLING AVE WB btwn BRITANNIA RD & RICHMOND RD (__3ZA4VX),__3ZA4VX,1,0,0,360210.1751,5024760.018,45.3605945845206,-75.7927219756917,1476
APOLUNE ST @ CAMBRIAN RD (0018897),18897,1,0,0,363489.228,5012112.802,45.2465283867296,-75.7523676423502,1477
CARSONBY RD @ MCCORDICK RD (0003902),3902,1,0,0,361871.6371,5001514.306,45.1512941619841,-75.7741857159889,1478
MERIVALE RD btwn CLYDE AVE & GILBEY DR (__3ZA4HD),__3ZA4HD,8,1,0,364614.9176,5024601.399,45.3588053774258,-75.7365220791961,1479
CARLING AVE @ HWY 417 CARLING IC124R67 (0002104),2104,2,0,0,364332.6951,5027522.543,45.3851133983049,-75.7397719747396,1480
ERINDALE DR @ BASELINE RD (0003209),3209,4,0,0,363857.6921,5024575.523,45.358636742366,-75.7461895548538,1481
HWY417 IC129 RAMP51 btwn HIGHWAY 417 & ASHLEY ST (__3ZAYBJ),__3ZAYBJ,1,0,0,360211.4568,5023309.79,45.3475453616041,-75.7928681551692,1482
ISLAND PARK DR btwn CLEARVIEW AVE & OTTAWA RIVER PKWY (__3ZA23A),__3ZA23A,3,0,0,363489.6906,5029385.061,45.401943162636,-75.7503145911124,1483
WOODROFFE AVE btwn CARLINGWOOD SC & CARLING AVE (__3ZA4NKB),__3ZA4NKB,1,0,0,361888.6932,5025941.096,45.3710871524162,-75.7711619410072,1484
HIGHWAY 416 btwn HIGHWAY 416 & HWY416 IC57 RAMP52 (__3ZAZEK),__3ZAZEK,3,0,0,364616.2088,5008268.876,45.2118456081878,-75.7384745107607,1485
BYRON AVE @ PICCADILLY AVE (0006308),6308,1,0,0,364336.705,5028642.555,45.3951907185227,-75.739585644297,1486
BYRON AVE @ KIRKWOOD AVE (0006296),6296,4,2,0,363866.691,5028431.555,45.3933319838102,-75.745613490497,1487
LYTLE AVE btwn CEDARVIEW RD & END (__3ZABTF),__3ZABTF,1,0,0,360215.896,5017444.607,45.2947699058629,-75.7934677845647,1488
DEEVY ST btwn GLACIER ST & WILLOWVIEW WAY (__3ZAAB9),__3ZAAB9,1,0,0,363490.6959,5015443.755,45.2765003280808,-75.7519554408492,1489
PEACOCK CRES btwn FLANDERS ST & FLANDERS ST (__3ZAB56),__3ZAB56,1,0,0,361894.1355,5014446.694,45.2676601624921,-75.7724174406115,1490
MORISSET AVE btwn CALDWELL AVE & MERIVALE RD (__3ZAA59),__3ZAA59,2,0,0,364623.0398,5026344.181,45.3744859674873,-75.7362074001918,1491
MOUNTSHANNON DR btwn DAVENTRY CRES S & DEWBERRY CRES (__3ZA113),__3ZA113,1,0,0,364345.191,5016747.45,45.2881591142912,-75.7409089677338,1492
NORICE ST @ VIEWMOUNT DR (0001936),1936,1,0,0,363881.6865,5022844.495,45.3430591202568,-75.7460901423346,1493
HIGHWAY 416 btwn HWY416 IC66 RAMP63 & HWY416 IC66 RAMP53 (__3ZAZMV),__3ZAZMV,1,0,0,360217.6557,5014488.998,45.2681749140924,-75.793775387154,1494
SULLIVAN AVE btwn OAKRIDGE BLVD & WESTWOOD DR (__3ZAAR1),__3ZAAR1,1,0,0,363491.191,5022733.502,45.3420931949944,-75.7510857858333,1495
TARA DR @ MAITLAND AVE (0003218),3218,2,0,0,363495.6899,5025387.531,45.3659734944936,-75.7507132971974,1496
CHERYL RD btwn BRENT AVE & END (__3ZA5E4),__3ZA5E4,1,0,0,363516.9982,5021394.301,45.3300410066035,-75.7509154057231,1497
BASELINE RD btwn FERGUSON ST & CORDOVA ST (__3ZA4HA),__3ZA4HA,3,0,0,363519.5455,5024363.269,45.356755306588,-75.7505304885873,1498
RICHMOND RD @ TWEEDSMUIR AVE (0006681),6681,3,0,0,363519.6925,5028482.55,45.3938200112434,-75.7500388252843,1499
CARLING AVE @ CLYDE AVE/COLE AVE (0006984),6984,10,1,0,363520.6906,5026850.542,45.3791353761974,-75.750220243637,1500
MAJESTIC DR @ WOODROFFE AVE (0000562),562,3,0,0,363527.6934,5021571.492,45.3316344642869,-75.7507579509778,1501
AVONDALE AVE @ CHURCHILL AVE (0006217),6217,1,0,0,363530.6958,5027589.533,45.3857838669493,-75.7500045860515,1502
MCRAE AVE btwn SCOTT ST & RICHMOND RD (__3ZA0Y2),__3ZA0Y2,2,0,0,363533.097,5028674.978,45.395550321362,-75.7498447308662,1503
BARNSDALE RD W @ CEDARVIEW RD W (0001066),1066,2,0,0,363536.2011,5009759.383,45.2253482050803,-75.7520471762104,1504
NAVAHO DR @ WOODSIDE DR (0003338),3338,1,0,0,363543.6951,5025032.517,45.3627751003459,-75.7501427385789,1505
CLEARVIEW AVE @ ISLAND PARK DR (0006144),6144,3,0,0,363546.6893,5029364.565,45.4017539625264,-75.7495890102308,1506
JOCKVALE RD @ STRANDHERD DR (0010541),10541,9,0,0,363560.4805,5014577.837,45.2687029476883,-75.7511685515417,1507
CLYDE AVE btwn CARLING AVE & DOHENY ST (__3ZA0N4),__3ZA0N4,2,0,0,363561.324,5026771.285,45.3784188264648,-75.7497108897412,1508
CLIFTON RD @ SCOTT ST (0005607),5607,1,0,0,363567.6895,5028879.558,45.3973881940475,-75.7493785723098,1509
COURTWOOD CRES btwn WOODWARD DR & WOODWARD DR (__3ZAA4B),__3ZAA4B,1,0,0,363571.4008,5025917.955,45.3707398368997,-75.7496837835075,1510
OAKRIDGE BLVD btwn SULLIVAN AVE & BROOK LANE (__3ZAARE),__3ZAARE,1,0,0,363571.7025,5022836.016,45.3430088664203,-75.7500463485432,1511
FALLOWFIELD RD btwn WOLFGANG DR & HOLITMAN DR (__3ZA3IJ),__3ZA3IJ,1,0,0,363574.6864,5017038.952,45.290846905521,-75.7506960901749,1512
MAITLAND AVE btwn TARA DR & ERINDALE DR (__3ZA4I7),__3ZA4I7,8,0,0,363590.5595,5025292.572,45.3651111145427,-75.7495136311505,1513
BYRON AVE @ TWEEDSMUIR AVE (0006667),6667,4,0,0,363592.6901,5028304.553,45.3922122994245,-75.7491277988558,1514
BASELINE RD @ CORDOVA ST (0003208),3208,2,0,0,363593.6882,5024409.526,45.3571653087599,-75.7495787448557,1515
SCOTT ST btwn CLIFTON RD & LANARK AVE (__3ZA4PQ),__3ZA4PQ,1,0,0,363596.191,5028896.556,45.3975387462237,-75.7490125368822,1516
DALEHURST DR btwn CRESTLEA CRES & LAVONNE CRT (__3ZA53T),__3ZA53T,1,0,0,363602.3105,5021685.701,45.3326558603004,-75.7497925074801,1517
MCCORDICK RD btwn POLLOCK RD & ROGER STEVENS DR (__3ZAAYD),__3ZAAYD,1,0,0,363604.6114,4999497.192,45.133001515259,-75.7523855626475,1518
MCRAE AVE @ RICHMOND RD (0006867),6867,3,0,0,363609.6899,5028538.555,45.3943163821042,-75.7488828122324,1519
CANTER BLVD btwn SUFFOLK ST & ELMBANK CRES (__3ZAATA),__3ZAATA,1,0,0,363610.6921,5023312.007,45.3472885214336,-75.7494922723943,1520
GREENBANK RD @ HIGHBURY PARK DR (0005310),5310,4,0,0,363615.9257,5015523.049,45.2772033523258,-75.7503500616279,1521
JOCKVALE RD btwn END & STRANDHERD DR (__8IAYNB),__8IAYNB,1,0,0,363617.096,5014482.799,45.2678430603724,-75.7504583727753,1522
ALBERNI ST btwn DEEVY ST & TRAFFORD LANE (__3ZAAB5),__3ZAAB5,1,0,0,363617.6841,5015350.436,45.2756500304663,-75.750348103337,1523
CHURCHILL AVE   N btwn DOVERCOURT AVE & WESTHILL AVE (__3ZA4NU),__3ZA4NU,1,0,0,363618.6921,5027389.042,45.3839724966826,-75.7489048545017,1524
